,Title,Area,Location,Bookmarks,Positive Review,Negative Review,Review Count,PriceRange,Genre
3183,Maboroshi Teppanyaki Sushi 幻,Tseung Kwan O,"Shop 120B, 1/F, Ocean Popwalk, 28 Tong Chun Street, Tseung Kwan O",1626,,,(1 Reviews),$401-800,"['Japanese', 'Teppanyaki']"
3184,Genki Sushi 元気寿司,Tseung Kwan O,"Shop 275A, 2/F, East Point City, 8 Chung Wa Road, Tseung Kwan O",589,21,2,(42 Reviews),$101-200,"['Japanese', 'Sushi/Sashimi']"
3185,魚屋,Tseung Kwan O,"YATA Department Store, Shop 222, 2/F, East Point City, 8 Chung Wa Road, Tseung Kwan O",732,32,4,(49 Reviews),$51-100,"['Japanese', 'Sushi/Sashimi']"
3186,Wagyu Yakiniku Ichiro (MCP Central) 和牛燒肉一郎 (新都城中心2期),Tseung Kwan O,"Shop 1040-41, 1/F, MCP Central, 8 Mau Yip Road, Tseung Kwan O",5078,,,,$201-400,"['Japanese', 'BBQ']"
3187,Ryou Dou Raku 漁道樂,Tsim Sha Tsui,"Shop A, G/F, Kimberley House, 35 Kimberley Road, Tsim Sha Tsui",20437,,,,$401-800,"['Japanese', 'Seafood']"
3188,Ga Ten Japanese Restaurant 賀天,Tseung Kwan O,"Shop 104-105, 1/F, Ocean PopWalk, 28 Tong Chun Street, Tseung Kwan O",4501,,,,$101-200,['Japanese']
3189,Nichigyu Shabu Shabu & Sukiyaki Restaurant 日牛涮涮鍋專門店,Tseung Kwan O,"Shop 197A, 1/F, East Point City, 8 Chung Wa Road, Hang Hau, Tseung Kwan O",2887,30,7,(67 Reviews),$101-200,"['Japanese', 'Hot Pot']"
3190,MENYA MUSASHI 麵屋武藏武骨,Tseung Kwan O,"Shop 353A, 3/F, The LOHAS, 1 Lohas Park Road, Tseung Kwan O",1591,6,1,(15 Reviews),$51-100,"['Japanese', 'Ramen']"
3191,Genki Sushi 元気寿司,Tseung Kwan O,"Shop 2084-2085, 2/F, MCP Central, 8 Mau Yip Road, Tseung Kwan O",483,15,6,(41 Reviews),$101-200,"['Japanese', 'Sushi/Sashimi']"
3192,Gyu-Kaku (PopCorn 2) 牛角日本燒肉專門店 (PopCorn 2),Tseung Kwan O,"Shop G58,G59-60, G/F, PopCorn 2, 9 Tong Chun Street, Tseung Kwan O",597,6,0,(11 Reviews),$201-400,"['Japanese', 'Roast Meat']"
3193,Sushiro 壽司郎,Tseung Kwan O,"Shop 201-202, 2/F, Metro City Plaza Phase 3, 8 Mau Yip Road, Tseung Kwan O",612,6,2,(17 Reviews),$101-200,"['Japanese', 'Sushi/Sashimi']"
3194,魚木日台美食,Tseung Kwan O,"Shop A14, G/F, Well On Shopping Arcade, 9 Yuk Nga Ln, Tseung Kwan O",840,14,0,(20 Reviews),Below $50,"['Japanese', 'Fast Food']"
3195,Sushi Take-Out 爭鮮外帶壽司,Tseung Kwan O,"Shop 102, the Lane, 15 Pui Shing Road, Hang Hau, Tseung Kwan O",297,19,1,(55 Reviews),Below $50,"['Japanese', 'Sushi/Sashimi']"
3196,Itacho Sushi (MCP Central) 板長壽司 (新都城中心2期),Tseung Kwan O,"Shop 1010, 1/F, MCP Central, 8 Mau Yip Road, Tseung Kwan O",717,25,4,(43 Reviews),$101-200,"['Japanese', 'Sushi/Sashimi']"
3197,Nakitora Ramen (East Point City) 鳴虎 (東港城),Tseung Kwan O,"Yata Supermarket, shop 222, 2/F, East Point City, 8 Chung Wa Road, Tseung Kwan O",170,7,2,(12 Reviews),$51-100,"['Japanese', 'Ramen']"
3198,Sandaime 三代目,Tseung Kwan O,"Shop 1011-1013, 1/F, MCP Central, 8 Mau Yip Road, Tseung Kwan O",115,11,0,(16 Reviews),$101-200,"['Japanese', 'Ramen']"
3199,Chateraise,Tseung Kwan O,"Shop 141, 1/F, TKO Plaza, 1 Tong Tak Street, Tseung Kwan O",755,11,1,(29 Reviews),$51-100,"['Japanese', 'Bakery']"
3200,Marugame Seimen (Metro City Plaza) 丸亀製麵 (新都城中心),Tseung Kwan O,"Shop UG051E, UG/F, Metro City Plaza II, 8 Yan King Road, Tseung Kwan O",2488,10,5,(28 Reviews),$51-100,"['Japanese', 'Udon']"
3201,Nichigyu Shabu Shabu & Sukiyaki Restaurant 日牛涮涮鍋專門店,Tseung Kwan O,"Shop 2024-2027, 2/F, MCP Central, 8 Mau Yip Road, Tseung Kwan O",1518,11,7,(42 Reviews),$101-200,"['Japanese', 'Hot Pot']"
3202,Yoshinoya 吉野家,Tseung Kwan O,"Shop W104, 1/F, West Wing, TKO Gateway, 2 Sheung Ning Street, Tseung Kwan O",401,14,2,(32 Reviews),Below $50,"['Japanese', 'Fast Food']"
3203,CoCo Ichibanya (PopWalk) CoCo壹番屋 (天晉滙),Tseung Kwan O,"Shop 103, 1/F, PopWalk, 12 Tong Chun Street, Tseung Kwan O",1968,19,2,(43 Reviews),$51-100,"['Japanese', 'Curry']"
3204,Yakitoriya Hon 燒鳥屋本,Tsim Sha Tsui,"Shop B2, G/F, Carnival Mansion, 15B Austin Avenue, Tsim Sha Tsui",1083,,,,$101-200,"['Japanese', 'Skewer']"
3205,N.28 Teppanyaki,Tsim Sha Tsui,"G/F, Kam Wing Commercial Building, 28 Minden Ave, Tsim Sha Tsui",1266,,,,$401-800,"['Japanese', 'Teppanyaki']"
3206,THE HUNTER,Tseung Kwan O,"Shop 11, G/F, Alto Residences, 29 Tong Yin Street, Tseung Kwan O",13441,,,,$201-400,"['Mediterranean', 'International']"
3207,BUZZ STAND/SUGI BEE GARDEN,Tseung Kwan O,"Shop F87, 1/F, Popcorn 2, 9 Tong Yin Street, Tseung Kwan O",469,6,2,(14 Reviews),Below $50,"['Japanese', 'Ice Cream/yogurt']"
3208,SUKIYA SUKIYA すき家,Tseung Kwan O,"Shop 205A, 2/F, TKO Spot, Sheung Tak Est 2 Tong Ming Street, Tseung Kwan O",586,3,0,(15 Reviews),$51-100,['Japanese']
3209,MOS Burger,Tseung Kwan O,"Shop C29-31, G/F, MCP I, 8 Mau Yip Road, Tseung Kwan O",401,7,0,(20 Reviews),Below $50,"['Japanese', 'Hamburger']"
3210,Genki Sushi 元気寿司,Tseung Kwan O,"Shop 118-120, 1/F, Park Central, 9 Tong Tak Street, Tseung Kwan O",378,4,0,(15 Reviews),$101-200,"['Japanese', 'Sushi/Sashimi']"
3211,Ryoyu Bakery Studio 糧友パン工房,Tseung Kwan O,"Shop 222, 2/F, East Point City, 8 Chung Wa Road, Tseung Kwan O",356,11,0,(21 Reviews),Below $50,"['Japanese', 'Bakery']"
3212,DON DON DONKI (MONTEREY Place) 激安之殿堂美食廣場 (MONTEREY Place),Tseung Kwan O,"1/F, MONTEREY Place, 23 Tong Chun Street, Tseung Kwan O",123,6,1,(9 Reviews),$51-100,"['Japanese', 'Food Court']"
3213,Ryoyu Bakery Studio 糧友パン工房,Tseung Kwan O,"Shop 182B, Level 1, Park Central, 9 Tong Tak Street, Tseung Kwan O",363,8,0,(22 Reviews),Below $50,"['Japanese', 'Bakery']"
3214,MT Sushi (TKO Spot) 点寿司 (尚德廣場),Tseung Kwan O,"Shop 101, 1/F, TKO Spot, 2 Tong Ming Street, Tseung Kwan O",72,5,1,(9 Reviews),$101-200,"['Japanese', 'Sushi/Sashimi']"
3215,Sushimyao 鮨淼,Tseung Kwan O,"Shop EF09, G/F, East Wing, TKO Gateway, 2 Sheung Ning Road, Tseung Kwan O",144,4,0,(4 Reviews),$51-100,"['Japanese', 'Sushi/Sashimi']"
3216,MOS Burger Express,Tseung Kwan O,"Shop 222, 2/F, East Point City Shopping Arcade, 8 Chung Wa Road, Hang Hau, Tseung Kwan O",266,4,0,(10 Reviews),Below $50,"['Japanese', 'Hamburger']"
3217,Yakiniku Otoko 燒肉男,Tseung Kwan O,"Shop 135, 1/F, Park Central, 9 Tong Tak Street, Tseung Kwan O",350,7,3,(13 Reviews),$101-200,"['Japanese', 'Roast Meat']"
3218,Hanjuku Kobo The LOHAS 半熟工房 The LOHAS,Tseung Kwan O,"Shop 314, 3/F, The LOHAS, 1 Lohas Park Road, Tseung Kwan O",348,3,0,(4 Reviews),$51-100,"['Japanese', 'Bakery']"
3219,Sushi Express 爭鮮迴轉壽司,Tseung Kwan O,"Shop R1A, 1/F, Nan Fung Plaza, 8 Pui Shing Road, Tseung Kwan O",395,10,3,(30 Reviews),$51-100,"['Japanese', 'Sushi/Sashimi']"
3220,Hiyoriya 日和屋,Tseung Kwan O,"Shop 5A, G/F, Sheung Tak Market, TKO Spot, 2 Tong Ming Street, Tseung Kwan O",344,4,2,(10 Reviews),$51-100,"['Japanese', 'Sushi/Sashimi']"
3221,都島屋,Tseung Kwan O,"YATA, 2/F, East Point City, 8 Chung Wa Road, Tseung Kwan O",314,12,1,(33 Reviews),Below $50,"['Japanese', 'Dessert']"
3222,Umimachidon (East Point City) 海街丼 (東港城),Tseung Kwan O,"Shop 186, 1/F, East Point City, 8 Chung Wa Road, Tseung Kwan O",4137,,,,$101-200,"['Japanese', 'Sushi/Sashimi']"
3223,Ryou Dou Raku 漁道樂,Tsim Sha Tsui,"Shop A, G/F, Kimberley House, 35 Kimberley Road, Tsim Sha Tsui",20437,,,,$401-800,"['Japanese', 'Seafood']"
3224,Ga Ten Japanese Restaurant 賀天,Tseung Kwan O,"Shop 104-105, 1/F, Ocean PopWalk, 28 Tong Chun Street, Tseung Kwan O",4501,,,,$101-200,['Japanese']
3225,Hana-Musubi 華御結,Tseung Kwan O,"Shop TKO 5, Tseung Kwan O MTR Station, Tseung Kwan O",196,10,0,(17 Reviews),Below $50,"['Japanese', 'Sushi/Sashimi']"
3226,MOS Burger Express,Tseung Kwan O,"Shop 037, 1/F, TKO Plaza, 1 Tong Tak Street, Tseung Kwan O",209,3,1,(7 Reviews),Below $50,"['Japanese', 'Hamburger']"
3227,Genki Sushi 元気寿司,Tseung Kwan O,"Shop 421, 4/F, The LOHAS, 1 Lohas Park Road, Tseung Kwan O",54,1,0,(3 Reviews),$101-200,"['Japanese', 'Sushi/Sashimi']"
3228,GINDACO (MONTEREY Place) 築地銀だこ (MONTEREY Place),Tseung Kwan O,"DON DON DONKI, 1/F, MONTEREY Place, 23 Tong Chun Street, O'South Coast, Tseung Kwan O",171,2,0,(4 Reviews),$51-100,['Japanese']
3229,Nabe Urawa 牛気,Tseung Kwan O,"Shop 305, 3/F, The LOHAS, 1 Lohas Park Road, Tseung Kwan O",2484,4,2,(13 Reviews),$101-200,"['Japanese', 'Buffet']"
3230,Fari-Beurre,Tseung Kwan O,"Shop 259A, 2/F, East Point City, 8 Chung Wa Road, Tseung Kwan O",247,2,0,(6 Reviews),Below $50,"['Japanese', 'Cake']"
3231,Genki Sushi 元気寿司,Tseung Kwan O,"Shop 029-031, 2/F, Metro Town, 8 King Ling Road, Tiu Keng Leng, Tseung Kwan O",223,2,1,(10 Reviews),$101-200,"['Japanese', 'Sushi/Sashimi']"
3232,Castella Cake (MCP Central) 古珐蛋糕 (新都城中心),Tseung Kwan O,"Shop G05, G/F, MCP Central, 8 Mau Yip Road, Tseung Kwan O",77,1,0,(1 Reviews),$51-100,"['Japanese', 'Bakery']"
3233,Yamazaki Bakery 山崎麵飽,Tseung Kwan O,"Shop POA 2, Unpaid Concourse, Po Lam Station, Tseung Kwan O",74,2,0,(4 Reviews),Below $50,"['Japanese', 'Bakery']"
3234,Tezukuri No Mise 手作之店,Tseung Kwan O,"Shop 246A, 2/F, MCP l, 8 Mau Yip Road, Tseung Kwan O",139,7,1,(21 Reviews),Below $50,"['Japanese', 'Ice Cream/yogurt']"
3235,Gin Curry 銀咖哩,Tseung Kwan O,"Shop 103, 1/F, Ocean PopWalk, 28 Tong Chun Street, Tseung Kwan O",120,,1,(4 Reviews),Below $50,"['Japanese', 'Curry']"
3236,Hana-Musubi 華御結,Tseung Kwan O,"Shop 1078, 1/F, MCP Central, 8 Mau Yip Road, Tseung Kwan O",138,4,0,(9 Reviews),Below $50,"['Japanese', 'Sushi/Sashimi']"
3237,Sushi Take-Out 爭鮮外帶壽司,Tseung Kwan O,"Shop 240, 1/F, MCP I, 8 Mau Yip Road, Tseung Kwan O",179,6,0,(11 Reviews),Below $50,"['Japanese', 'Sushi/Sashimi']"
3238,DONQ,Tseung Kwan O,"Shop F86, PopCorn, 9 Tong Yin Street, Tseung Kwan O",370,1,0,(6 Reviews),Below $50,"['Japanese', 'Bakery']"
3239,Chateraise,Tseung Kwan O,"Shop UG27, UG/F, Metro City Phase Ⅱ, 8 Yan King Road, Tseung Kwan O",131,1,0,(2 Reviews),$51-100,"['Japanese', 'Bakery']"
3240,THE HUNTER,Tseung Kwan O,"Shop 11, G/F, Alto Residences, 29 Tong Yin Street, Tseung Kwan O",13441,,,,$201-400,"['Mediterranean', 'International']"
3241,Yakitoriya Hon 燒鳥屋本,Tsim Sha Tsui,"Shop B2, G/F, Carnival Mansion, 15B Austin Avenue, Tsim Sha Tsui",1083,,,,$101-200,"['Japanese', 'Skewer']"
3242,Tian Jian IZAKAYA 天澗居酒屋,Yuen Long,"G/F, 79&81 Kau Yuk Road, Yuen Long",2897,,,,$201-400,"['Japanese', 'Izakaya']"
3243,Icenoie・あいすの家,Tseung Kwan O,"Shop G50E, G/F, Pop Corn 2, 9 Tong Chun Street, Tseung Kwan O",251,1,0,(2 Reviews),Below $50,"['Japanese', 'Ice Cream/yogurt']"
3244,Hoshi 星願 居酒屋,Tseung Kwan O,"Shop G3, G/F, MCP Discovery, 8 Mau Yip Road, Tseung Kwan O",605,112,5,(122 Reviews),$101-200,"['Japanese', 'Ramen']"
3245,Hana-Musubi 華御結,Tseung Kwan O,"Shop HAH18, Hang Hau MTR Station, Tseung Kwan O",154,3,1,(9 Reviews),Below $50,"['Japanese', 'Sushi/Sashimi']"
3246,品味一族,Tseung Kwan O,"Shop S51, 1/F, Well On Shopping Centre, 9 Yuk Nga Lane, Tseung Kwan O",33,1,0,(1 Reviews),$51-100,"['Japanese', 'Udon']"
3247,Sushi Express 爭鮮迴轉壽司,Tseung Kwan O,"Shop 1072-1073, 1/F, MCP Central, 8 Mau Yip Road, Tseung Kwan O",168,,,(8 Reviews),$51-100,"['Japanese', 'Sushi/Sashimi']"
3248,Katsutoyo Sushi 勝豐壽司,Tseung Kwan O,"Shop TKO18, Tseung Kwan O MTR Station, Tseung Kwan O",156,2,0,(7 Reviews),Below $50,"['Japanese', 'Sushi/Sashimi']"
3249,Uo-Show 魚尚,Tseung Kwan O,"Shop 142, 1/F, TKO Plaza, 1 Tong Tak Street, Tseung Kwan O",154,1,0,(2 Reviews),Below $50,"['Japanese', 'Sushi/Sashimi']"
3250,Gyuhachi Shabu Shabu & Sukiyaki Restaurant 牛八涮涮鍋專門店,Tseung Kwan O,"Shop G07, G/F, Ocean Popwalk, 28 Tong Chun Street, Tseung Kwan O",382,4,1,(11 Reviews),$101-200,"['Japanese', 'Hot Pot']"
3251,Chateraise (都會駅),Tseung Kwan O,"Shop 79, 2/F, Metro Town, 8 King Ling Road, Tseung Kwan O",67,,1,(3 Reviews),$51-100,"['Japanese', 'Bakery']"
3252,Sushi Take-Out 爭鮮外帶壽司,Tseung Kwan O,"Shop TIK12-TIK13, MTR Tiu Keng Leng Station, Tseung Kwan O",81,2,1,(7 Reviews),Below $50,"['Japanese', 'Sushi/Sashimi']"
3253,DeepHouse 深屋,Tseung Kwan O,"G/F, 31 Hang Hau Village, Tseung Kwan O",90,,,,$101-200,"['Japanese', 'Ramen']"
3254,魚兵衛,Tseung Kwan O,"YATA Department Store, Shop 222, 2/F, East Point City, 8 Chung Wa Road, Tseung Kwan O",69,,,(2 Reviews),$51-100,"['Japanese', 'Sushi/Sashimi']"
3255,Wan Sushi 魂壽司,Tseung Kwan O,"Shop 7, G/F, Po Lam Market, 18 Po Lam Road North, Tseung Kwan O",88,,,,$51-100,"['Japanese', 'Sushi/Sashimi']"
3256,MUJI 無印良品,Tseung Kwan O,"Shop 197-198, 1/F, East Point City, 8 Chung Wa Road, Tseung Kwan O",28,,,,Below $50,"['Japanese', 'Snack Shop & Deli']"
3257,Hanshin (Po Lam Market) 阪神 (寶林市場),Tseung Kwan O,"Shop T-PL3, G/F, Po Lam Market, 18 Po Lam Road North, Tseung Kwan O",15,,,,Below $50,"['Japanese', 'Teppanyaki']"
3258,Nan Ei Sui San 南瀛水產,Tsim Sha Tsui,"5/F, Tern Plaza, 3A-3C Cameron Road, Tsim Sha Tsui",40498,,,,$201-400,"['Japanese', 'Seafood']"
3259,Wagyu Yakiniku Ichiro (MCP Central) 和牛燒肉一郎 (新都城中心2期),Tseung Kwan O,"Shop 1040-41, 1/F, MCP Central, 8 Mau Yip Road, Tseung Kwan O",5078,,,,$201-400,"['Japanese', 'BBQ']"
3260,N.28 Teppanyaki,Tsim Sha Tsui,"G/F, Kam Wing Commercial Building, 28 Minden Ave, Tsim Sha Tsui",1266,,,,$401-800,"['Japanese', 'Teppanyaki']"
3261,Hana-Musubi 華御結,Tseung Kwan O,"Shop 107, 1/F, East Point City, 8 Chung Wa Road, Tseung Kwan O",28,,,(1 Reviews),Below $50,"['Japanese', 'Sushi/Sashimi']"
3262,悅鉬町,Tseung Kwan O,"Shop 57&61, Tsui Lam Market, 2/F, Tsui Lam Square, 11 Tsui Lam Road, Tseung Kwan O",26,,1,(5 Reviews),Below $50,"['Japanese', 'Snack Shop & Deli']"
3263,Yamazaki Bakery 山崎麵飽,Tseung Kwan O,"Shop 83, 2/F, Metro Town, 8 King Ling Road, Tiu Keng Leng, Tseung Kwan O",51,3,1,(8 Reviews),Below $50,"['Japanese', 'Bakery']"
3264,SAN TEA 三茶,Tseung Kwan O,"Shop 1011-1013, 1/F, MCP Central, 8 Mau Yip Road, Tseung Kwan O",5,,,,Below $50,"['Japanese', 'Taiwanese Drink']"
3265,Tree Health and Sports Cafe,Tseung Kwan O,"Shop B03, Basement, CAPRI PLACE, 33 Tong Yin Street, Tseung Kwan O",395,1,0,(3 Reviews),$51-100,"['Japanese', 'Theme Restaurant']"
3266,Hana-Musubi 華御結,Tseung Kwan O,"Shop 213A, 2/F, Metro City Plaza (Phase 3), 8 Mau Yip Road, Tseung Kwan O",10,,,,Below $50,"['Japanese', 'Sushi/Sashimi']"
3267,Chateraise,Tseung Kwan O,"Shop 357B, 3/F, The LOHAS, 1 Lohas Park Road, Tseung Kwan O",51,,,,Below $50,"['Japanese', 'Bakery']"
3268,Kashi Honke (Metro City Phase II) 菓子の本家 (新都城中心二期),Tseung Kwan O,"Shop 1074B, 1/F, Metro City Phase II, 8 Mau Yip Road, Tseung Kwan O",9,,,,$51-100,"['Japanese', 'Snack Shop & Deli']"
3269,寿司ほんぽ,Tseung Kwan O,"Shop 201-201A, 2/F, The LOHAS, Tseung Kwan O",63,,,,$51-100,"['Japanese', 'Sushi/Sashimi']"
3270,Hana-Musubi 華御結,Tseung Kwan O,"Shop LHP 1B, LOHAS Park Station, Tseung Kwan O",27,,,,Below $50,"['Japanese', 'Sushi/Sashimi']"
3271,Waraku Udon (Tseung Kwan O Plaza) 和樂烏冬 (將軍澳廣場),Tseung Kwan O,"Shop 92, 2/F, Tseung Kwan O Plaza, 1 Tong Tak Street, Tseung Kwan O",91,,,,$51-100,"['Japanese', 'Udon']"
3272,Uo-Show 魚尚,Tseung Kwan O,"Shop L2-056, 2/F, Metro Town, 8 King Ling Road, Tiu Keng Leng, Tseung Kwan O",74,,,,Below $50,"['Japanese', 'Sushi/Sashimi']"
3273,中島水產,Tseung Kwan O,"Shop 2-021 - 2-066, 2/F, TKO Plaza, 1 Tong Tak Street, Tseung Kwan O",39,,,,Below $50,"['Japanese', 'Sushi/Sashimi']"
3274,Yoshinoya 吉野家 (Moved),Tseung Kwan O,"Shop 2018-2020, 2/F, Tseung Kwan O Plaza, 1 Tong Tak Street, Tseung Kwan O",73,5,1,(11 Reviews),Below $50,"['Japanese', 'Hot Pot']"
3275,Yoshinoya 吉野家 (Moved),Tseung Kwan O,"Shop 135, 1/F, Hau Tak Shopping Centre,, Tseung Kwan O",61,11,1,(19 Reviews),Below $50,"['Japanese', 'Fast Food']"
3276,Yakitoriya Hon 燒鳥屋本,Tsim Sha Tsui,"Shop B2, G/F, Carnival Mansion, 15B Austin Avenue, Tsim Sha Tsui",1083,,,,$101-200,"['Japanese', 'Skewer']"
3277,N.28 Teppanyaki,Tsim Sha Tsui,"G/F, Kam Wing Commercial Building, 28 Minden Ave, Tsim Sha Tsui",1266,,,,$401-800,"['Japanese', 'Teppanyaki']"
3278,First Heart 初心,Tseung Kwan O,"Shop G09, G/F, The Parkside, 18 Tong Chun Street, O'South Coast, Tseung Kwan O",4938,,,,$201-400,"['Guangdong', 'Hot Pot']"
3279,Kingsley Desserts & Gourmandises 山下菓子 (Moved),Tseung Kwan O,"1/F, MCP Central, 8 Mau Yip Road, Tseung Kwan O",38,,,,Below $50,"['Japanese', 'Ice Cream/yogurt']"
3280,Ca-Tu-Ya 吉豚屋吉列豬扒專門店 (Under Renovation),Tseung Kwan O,"Shop 247-248, 2/F, Choi Ming Shopping Centre, 1 Choi Ming Street, Tiu Keng Leng, Tseung Kwan O",576,12,3,(36 Reviews),$51-100,['Japanese']
3281,Tian Jian IZAKAYA 天澗居酒屋,Yuen Long,"G/F, 79&81 Kau Yuk Road, Yuen Long",2897,,,,$201-400,"['Japanese', 'Izakaya']"
3282,Wagyu Yakiniku Ichiro (All Branches) 和牛燒肉一郎 (寶漢大廈),,3 branches,,,,,$201-400,"['Japanese', 'BBQ']"
3283,Ryou Dou Raku 漁道樂,Tsim Sha Tsui,"Shop A, G/F, Kimberley House, 35 Kimberley Road, Tsim Sha Tsui",20437,,,,$401-800,"['Japanese', 'Seafood']"
3284,Mai Hei 米気,Hung Hom,"Shop G32, G/F, Pebbles World (Site 3), The Whampoa, Hung Hom",24295,200,16,(319 Reviews),$101-200,"['Japanese', 'Yoshoku']"
3285,YAKINIKU KAKURA (黃埔天地聚寶坊),Hung Hom,"Shop G1&G3, G/F, Treasure World (Site 11), The Whampoa, Hung Hom",11772,228,3,(252 Reviews),$201-400,"['Japanese', 'Roast Meat']"
3286,Sweet Craft,Hung Hom,"Shop G33, G/F, Pebbles World (Site 3), The Whampoa, Hung Hom",13536,154,10,(244 Reviews),Below $50,"['Japanese', 'Ice Cream/yogurt']"
3287,Sushiro 壽司郎,Hung Hom,"Shop G10, G/F, Deli Place (Site 4), The Whampoa, Hung Hom",8120,147,7,(254 Reviews),$101-200,"['Japanese', 'Sushi/Sashimi']"
3288,Be with Years (Wonderful Worlds of Whampoa Pebbles World) 素年 (黃埔天地百寶坊),Hung Hom,"Shop G27, G/F, Pebbles World (Site 3), Wonderful Worlds of Whampoa, Hung Hom",7286,118,4,(149 Reviews),$101-200,"['Japanese', 'Vegetarian']"
3289,Sushi Man 鮨文,Hung Hom,"Shop G22A, G/F, Treasure World (Site 11), The Whampoa, Hung Hom",14504,344,14,(377 Reviews),Above $801,"['Japanese', 'Sushi/Sashimi']"
3290,Kafu 火夫,Hung Hom,"Shop G29, G/F, Pebbles World (Site 3), The Whampoa, Hung Hom",16154,56,4,(69 Reviews),$101-200,"['Japanese', 'Ramen']"
3291,Sushi Tatsu 鮨竜,Hung Hom,"Shop G9, G/F, Pebbles World, Wonderful World of Whampoa, 120 Baker Street, Hung Hom",5288,132,1,(143 Reviews),$201-400,"['Japanese', 'Omakase']"
3292,Wonyi Ramen 泓一拉麵,Hung Hom,"Shop F4, G/F, Tak Man Building, 29 Tak Man Street, Hung Hom",13401,70,5,(123 Reviews),$51-100,"['Japanese', 'Ramen']"
3293,Butadouraku (Lily Mansion) 豚道樂 (百合苑商場),Hung Hom,"Shop G2, Nine Seafood Place, G/F, Lily Mansions (Site 9), The Whampoa, Hung Hom",8109,218,4,(267 Reviews),$51-100,"['Japanese', 'Ramen']"
3294,Sushi Tokumi (Tak Man Street) 德美壽司 (德民街),Hung Hom,"Shop 1B, G/F, 31 Tak Man Street, Whampoa Estate, Hung Hom",11675,186,18,(319 Reviews),$101-200,"['Japanese', 'Sushi/Sashimi']"
3295,Tenno Ramen 拉麵天王,Hung Hom,"G/F, B5B, 17-27 Tak Man Street, Hung Hom",14180,309,16,(432 Reviews),$51-100,"['Japanese', 'Ramen']"
3296,Morito もりと 森戶,Hung Hom,"Shop G9A, G/F, Amazing World (Site 1), The Whampoa, Hung Hom",3717,54,2,(67 Reviews),$101-200,"['Japanese', 'Sushi/Sashimi']"
3297,Inaniwa Yosuke 稻庭養助,Hung Hom,"Shop A1, G/F, 27 Mintai Street, Whampoa, Hung Hom",14927,73,7,(125 Reviews),$101-200,"['Japanese', 'Sushi/Sashimi']"
3298,& green,Hung Hom,"Shop 1B, G/F, Harbour Place, Yan Yung Street, Hung Hom",8859,54,5,(108 Reviews),$51-100,"['Japanese', 'Sandwich']"
3299,Nan Ei Sui San 南瀛水產,Tsim Sha Tsui,"5/F, Tern Plaza, 3A-3C Cameron Road, Tsim Sha Tsui",40498,,,,$201-400,"['Japanese', 'Seafood']"
3300,N.28 Teppanyaki,Tsim Sha Tsui,"G/F, Kam Wing Commercial Building, 28 Minden Ave, Tsim Sha Tsui",1266,,,,$401-800,"['Japanese', 'Teppanyaki']"
3301,Yakitoriya Hon 燒鳥屋本,Tsim Sha Tsui,"Shop B2, G/F, Carnival Mansion, 15B Austin Avenue, Tsim Sha Tsui",1083,,,,$101-200,"['Japanese', 'Skewer']"
3302,SUKIYA すき家,Hung Hom,"Shop G6B, G/F, Fashion World (Site 2), The Whampoa, Hung Hom",3098,40,6,(93 Reviews),Below $50,['Japanese']
3303,Nakitora Stone Grill 鳴虎石頭燒,Hung Hom,"Shop 6-9, G/F, The Vantage, 63 Ma Tau Wai Road, Hung Hom",354,46,2,(50 Reviews),$101-200,"['Japanese', 'BBQ']"
3304,Gyu-Kaku (Deli Place (Site 4)) 牛角日本燒肉專門店 (黃埔天地享膳坊),Hung Hom,"Shop G1, G/F, Deli Place (Site 4), The Whampoa, Hung Hom",5393,58,2,(107 Reviews),$201-400,"['Japanese', 'Roast Meat']"
3305,Gyuugoku Stone Grill Steak (Ma Tau Wai Road) 牛極 (馬頭圍道),Hung Hom,"Shop 1, G/F, Carlton Court, 80 Ma Tau Wai Road, Hung Hom",968,37,0,(44 Reviews),$51-100,"['Japanese', 'Teppanyaki']"
3306,Tengachaya (Amazing World) 天下茶屋 (奇妙坊),Hung Hom,"Shop G6B, G/F, Amazing World, The Whampoa, 121 Baker Street, Hung Hom",2171,27,2,(49 Reviews),$51-100,"['Japanese', 'Yoshoku']"
3307,八章軍 （土瓜灣）,Hung Hom,"Shop 22, G/F, The Vantage, 63 Ma Tau Wai Road, Hung Hom",416,28,0,(31 Reviews),Below $50,"['Japanese', 'Snack Shop & Deli']"
3308,YUE MAN 漁鈫,Hung Hom,"Shop 7A, G/F, Po Wai Building, 59-67 Bulkeley Street, Hung Hom",247,56,2,(59 Reviews),$51-100,"['Japanese', 'Sushi/Sashimi']"
3309,Medium Rare Steak (Kerry Hotel) 岩盤牛扒 ミディアムレア ステーキ (嘉里酒店),Hung Hom,"Shop 9, 1/F, Kerry Hotel, 38 Hung Luen Road, Hung Hom",486,47,1,(49 Reviews),$51-100,"['Japanese', 'Teppanyaki']"
3310,板卷,Hung Hom,"Shop 7C6C, G/F, Kai Fu Building, 99V Dock Street, Hung Hom",707,31,3,(43 Reviews),Below $50,"['Japanese', 'Sushi/Sashimi']"
3311,Sushi Qi 鮨岐,Hung Hom,"Shop 11B, G/F, 100 Baker Street, Hung Hom",2543,39,4,(69 Reviews),$101-200,"['Japanese', 'Robatayaki']"
